run_id,sweep_group,status,priority,selects_lr_for,node_in_charge,node_checkin_date,model,arch_mod,optimizer,n_docs,batch_size,grad_accum_steps,num_epochs,steps,warmup,logit_scale,weight_decay,max_grad_norm,eps_root,seed,lr,train_loss,heldout_loss,run_dir,notes
tune_adamw_4k_lr0.0004,tune_adamw_4k,measured,1,plan_adam_eps1e17_4k_bs256,,,gpt2,none,adamw,4000,256,16,2,32,0.25,1.0,0.01,,1e-17,42,0.0004,,3.3311,/mnt/ssd-2/lucia/paper_runs/tuning/tune_adamw_4k_lr0.0004_s42,
tune_adamw_8k_lr0.0001,tune_adamw_8k,measured,1,plan_adam_eps1e17_8k_bs256,,,gpt2,none,adamw,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0001,,3.2866,/mnt/ssd-2/lucia/paper_runs/tuning/tune_adamw_8k_lr0.0001_s42,
tune_adamw_8k_lr0.0002,tune_adamw_8k,measured,1,plan_adam_eps1e17_8k_bs256,,,gpt2,none,adamw,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0002,,3.2851,/mnt/ssd-2/lucia/paper_runs/tuning/tune_adamw_8k_lr0.0002_s42,"Measured 2026-08-20 (protocol-validation run, lotus-0). Seed 42: 3.2851; seed 43: 3.2839 (dir suffix _s43); gap 0.0012 nats at 63 steps — matches the ~0.001 seed-noise floor measured at 125 steps. This measurement is the evidence behind dropping the short-run 2-seed rule (procedure step 4)."
tune_adamw_8k_lr0.0004,tune_adamw_8k,measured,1,plan_adam_eps1e17_8k_bs256,,,gpt2,none,adamw,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0004,,3.2957,/mnt/ssd-2/lucia/paper_runs/tuning/tune_adamw_8k_lr0.0004_s42,Group complete: interior optimum at 2e-4 (3.2851) — selected for plan_adam_eps1e17_8k_bs256.
tune_muon_16k_anchor_lr0.0001,tune_muon_16k_anchor,measured,1,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,4,2,125,0.25,1.0,0.01,,1e-17,42,0.0001,,3.2649,/mnt/ssd-2/lucia/s16k_lrsweep/s16k_muon_lr0.0001,"Anchor sweep, measured 2026-08-20; untrained gpt2 heldout = 3.4981. 2e-4 selected (interior optimum for both optimizers)."
tune_muon_16k_anchor_lr0.0002,tune_muon_16k_anchor,measured,1,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,4,2,125,0.25,1.0,0.01,,1e-17,42,0.0002,,3.257,/mnt/ssd-2/lucia/s16k_lrsweep/s16k_muon_lr0.0002,"Anchor sweep, measured 2026-08-20; untrained gpt2 heldout = 3.4981. 2e-4 selected (interior optimum for both optimizers)."
tune_muon_16k_anchor_lr0.0004,tune_muon_16k_anchor,measured,1,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,4,2,125,0.25,1.0,0.01,,1e-17,42,0.0004,,3.266,/mnt/ssd-2/lucia/s16k_lrsweep/s16k_muon_lr0.0004,"Anchor sweep, measured 2026-08-20; untrained gpt2 heldout = 3.4981. 2e-4 selected (interior optimum for both optimizers)."
tune_muon_16k_anchor_lr0.0008,tune_muon_16k_anchor,measured,1,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,4,2,125,0.25,1.0,0.01,,1e-17,42,0.0008,,3.3035,/mnt/ssd-2/lucia/s16k_lrsweep/s16k_muon_lr0.0008,"Anchor sweep, measured 2026-08-20; untrained gpt2 heldout = 3.4981. 2e-4 selected (interior optimum for both optimizers)."
tune_muon_16k_anchor_lr0.002,tune_muon_16k_anchor,measured,1,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,4,2,125,0.25,1.0,0.01,,1e-17,42,0.002,,3.4198,/mnt/ssd-2/lucia/s16k_lrsweep/s16k_muon_lr0.002,"Anchor sweep, measured 2026-08-20; untrained gpt2 heldout = 3.4981. 2e-4 selected (interior optimum for both optimizers)."
tune_muon_4k_lr0.0001,tune_muon_4k,measured,1,plan_muon_eps1e17_4k_bs256,,,gpt2,none,muon,4000,256,16,2,32,0.25,1.0,0.01,,1e-17,42,0.0001,,3.3462,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_4k_lr0.0001_s42,
tune_muon_4k_lr0.0002,tune_muon_4k,measured,1,plan_muon_eps1e17_4k_bs256,,,gpt2,none,muon,4000,256,16,2,32,0.25,1.0,0.01,,1e-17,42,0.0002,,3.3138,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_4k_lr0.0002_s42,
tune_muon_4k_lr0.0004,tune_muon_4k,measured,1,plan_muon_eps1e17_4k_bs256,,,gpt2,none,muon,4000,256,16,2,32,0.25,1.0,0.01,,1e-17,42,0.0004,,3.3114,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_4k_lr0.0004_s42,Endpoint winner of the 3-point grid; 8e-4 extension registered.
tune_muon_4k_lr0.0008,tune_muon_4k,measured,1,plan_muon_eps1e17_4k_bs256,,,gpt2,none,muon,4000,256,16,2,32,0.25,1.0,0.01,,1e-17,42,0.0008,,3.3363,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_4k_lr0.0008_s42,"Extension point. Group complete: interior optimum at 4e-4 (3.3114) — selected for plan_muon_eps1e17_4k_bs256 (gap to 2e-4 is 0.0024, above the tie threshold)."
tune_muon_8k_lr0.0001,tune_muon_8k,measured,1,plan_muon_eps1e17_8k_bs256,,,gpt2,none,muon,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0001,,3.2974,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_8k_lr0.0001_s42,
tune_muon_8k_lr0.0002,tune_muon_8k,measured,1,plan_muon_eps1e17_8k_bs256,,,gpt2,none,muon,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0002,,3.2841,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_8k_lr0.0002_s42,Group complete: interior optimum at 2e-4 — selected for plan_muon_eps1e17_8k_bs256.
tune_muon_8k_lr0.0004,tune_muon_8k,measured,1,plan_muon_eps1e17_8k_bs256,,,gpt2,none,muon,8000,256,16,2,63,0.25,1.0,0.01,,1e-17,42,0.0004,,3.2874,/mnt/ssd-2/lucia/paper_runs/tuning/tune_muon_8k_lr0.0004_s42,
tune_adamw_16k_bs128_lr5e-05,tune_adamw_16k_bs128,empty,1,plan_adam_eps1e17_16k_bs128,,,gpt2,none,adamw,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs128_lr0.0001,tune_adamw_16k_bs128,empty,1,plan_adam_eps1e17_16k_bs128,,,gpt2,none,adamw,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs128_lr0.0002,tune_adamw_16k_bs128,empty,1,plan_adam_eps1e17_16k_bs128,,,gpt2,none,adamw,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,0.0002,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs16_lr2.5e-05,tune_adamw_16k_bs16,empty,1,plan_adam_eps1e17_16k_bs16,,,gpt2,none,adamw,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,2.5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs16_lr5e-05,tune_adamw_16k_bs16,empty,1,plan_adam_eps1e17_16k_bs16,,,gpt2,none,adamw,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs16_lr0.0001,tune_adamw_16k_bs16,empty,1,plan_adam_eps1e17_16k_bs16,,,gpt2,none,adamw,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs32_lr2.5e-05,tune_adamw_16k_bs32,empty,1,plan_adam_eps1e17_16k_bs32,,,gpt2,none,adamw,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,2.5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs32_lr5e-05,tune_adamw_16k_bs32,empty,1,plan_adam_eps1e17_16k_bs32,,,gpt2,none,adamw,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs32_lr0.0001,tune_adamw_16k_bs32,empty,1,plan_adam_eps1e17_16k_bs32,,,gpt2,none,adamw,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs512_lr0.0001,tune_adamw_16k_bs512,empty,1,plan_adam_eps1e17_16k_bs512,,,gpt2,none,adamw,16000,512,32,2,63,0.25,1.0,0.01,,1e-17,42,0.0001,,,,D2: uncontrolled double-batch arm (63 steps).
tune_adamw_16k_bs512_lr0.0002,tune_adamw_16k_bs512,empty,1,plan_adam_eps1e17_16k_bs512,,,gpt2,none,adamw,16000,512,32,2,63,0.25,1.0,0.01,,1e-17,42,0.0002,,,,D2: uncontrolled double-batch arm (63 steps).
tune_adamw_16k_bs512_lr0.0004,tune_adamw_16k_bs512,empty,1,plan_adam_eps1e17_16k_bs512,,,gpt2,none,adamw,16000,512,32,2,63,0.25,1.0,0.01,,1e-17,42,0.0004,,,,D2: uncontrolled double-batch arm (63 steps).
tune_adamw_16k_bs64_lr5e-05,tune_adamw_16k_bs64,empty,1,plan_adam_eps1e17_16k_bs64,,,gpt2,none,adamw,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs64_lr0.0001,tune_adamw_16k_bs64,empty,1,plan_adam_eps1e17_16k_bs64,,,gpt2,none,adamw,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_bs64_lr0.0002,tune_adamw_16k_bs64,empty,1,plan_adam_eps1e17_16k_bs64,,,gpt2,none,adamw,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,0.0002,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_adamw_16k_ep4_lr0.0001,tune_adamw_16k_ep4,empty,1,plan_adam_eps1e17_16k_ep4,,,gpt2,none,adamw,16000,256,16,4,250,0.25,1.0,0.01,,1e-17,42,0.0001,,,,D2 double-epochs arm (250 steps).
tune_adamw_16k_ep4_lr0.0002,tune_adamw_16k_ep4,empty,1,plan_adam_eps1e17_16k_ep4,,,gpt2,none,adamw,16000,256,16,4,250,0.25,1.0,0.01,,1e-17,42,0.0002,,,,D2 double-epochs arm (250 steps).
tune_adamw_16k_ep4_lr0.0004,tune_adamw_16k_ep4,empty,1,plan_adam_eps1e17_16k_ep4,,,gpt2,none,adamw,16000,256,16,4,250,0.25,1.0,0.01,,1e-17,42,0.0004,,,,D2 double-epochs arm (250 steps).
tune_adamw_32k_lr0.0004,tune_adamw_32k,empty,1,plan_adam_eps1e17_32k_bs256,lotus-0,2026-08-20,gpt2,none,adamw,32000,256,16,2,250,0.25,1.0,0.01,,1e-17,42,0.0004,,,,
tune_adamw_64k_lr0.0001,tune_adamw_64k,empty,1,plan_adam_eps1e17_64k_bs256,,,gpt2,none,adamw,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0001,,,,
tune_adamw_64k_lr0.0002,tune_adamw_64k,empty,1,plan_adam_eps1e17_64k_bs256,,,gpt2,none,adamw,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0002,,,,
tune_adamw_64k_lr0.0004,tune_adamw_64k,empty,1,plan_adam_eps1e17_64k_bs256,,,gpt2,none,adamw,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0004,,,,
tune_muon_16k_bs128_lr5e-05,tune_muon_16k_bs128,empty,1,plan_muon_eps1e17_16k_bs128,,,gpt2,none,muon,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs128_lr0.0001,tune_muon_16k_bs128,empty,1,plan_muon_eps1e17_16k_bs128,,,gpt2,none,muon,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs128_lr0.0002,tune_muon_16k_bs128,empty,1,plan_muon_eps1e17_16k_bs128,,,gpt2,none,muon,16000,128,8,2,250,0.25,1.0,0.01,,1e-17,42,0.0002,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs16_lr2.5e-05,tune_muon_16k_bs16,empty,1,plan_muon_eps1e17_16k_bs16,,,gpt2,none,muon,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,2.5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs16_lr5e-05,tune_muon_16k_bs16,empty,1,plan_muon_eps1e17_16k_bs16,,,gpt2,none,muon,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs16_lr0.0001,tune_muon_16k_bs16,empty,1,plan_muon_eps1e17_16k_bs16,,,gpt2,none,muon,16000,16,1,2,2000,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs32_lr2.5e-05,tune_muon_16k_bs32,empty,1,plan_muon_eps1e17_16k_bs32,,,gpt2,none,muon,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,2.5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs32_lr5e-05,tune_muon_16k_bs32,empty,1,plan_muon_eps1e17_16k_bs32,,,gpt2,none,muon,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs32_lr0.0001,tune_muon_16k_bs32,empty,1,plan_muon_eps1e17_16k_bs32,,,gpt2,none,muon,16000,32,2,2,1000,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 5e-05 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs64_lr5e-05,tune_muon_16k_bs64,empty,1,plan_muon_eps1e17_16k_bs64,,,gpt2,none,muon,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,5e-05,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs64_lr0.0001,tune_muon_16k_bs64,empty,1,plan_muon_eps1e17_16k_bs64,,,gpt2,none,muon,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_16k_bs64_lr0.0002,tune_muon_16k_bs64,empty,1,plan_muon_eps1e17_16k_bs64,,,gpt2,none,muon,16000,64,4,2,500,0.25,1.0,0.01,,1e-17,42,0.0002,,,,Center 0.0001 from the sqrt-batch rule (DECISIONS: sweep centers).
tune_muon_32k_lr0.0001,tune_muon_32k,empty,1,plan_muon_eps1e17_32k_bs256,lotus-0,2026-08-20,gpt2,none,muon,32000,256,16,2,250,0.25,1.0,0.01,,1e-17,42,0.0001,,,,
tune_muon_32k_lr0.0002,tune_muon_32k,empty,1,plan_muon_eps1e17_32k_bs256,lotus-0,2026-08-20,gpt2,none,muon,32000,256,16,2,250,0.25,1.0,0.01,,1e-17,42,0.0002,,,,
tune_muon_32k_lr0.0004,tune_muon_32k,empty,1,plan_muon_eps1e17_32k_bs256,lotus-0,2026-08-20,gpt2,none,muon,32000,256,16,2,250,0.25,1.0,0.01,,1e-17,42,0.0004,,,,
tune_muon_64k_lr0.0001,tune_muon_64k,empty,1,plan_muon_eps1e17_64k_bs256,,,gpt2,none,muon,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0001,,,,
tune_muon_64k_lr0.0002,tune_muon_64k,empty,1,plan_muon_eps1e17_64k_bs256,,,gpt2,none,muon,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0002,,,,
tune_muon_64k_lr0.0004,tune_muon_64k,empty,1,plan_muon_eps1e17_64k_bs256,,,gpt2,none,muon,64000,256,16,2,500,0.25,1.0,0.01,,1e-17,42,0.0004,,,,
tune_adamw_16k_eps0_control_lr0.0002,tune_adamw_16k_eps0_control,empty,2,sm_adamw_eps1e17_16k_bs256,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,0,42,0.0002,,,,D12: eval-loss check that eps_root 1e-17 vs 0 is a null. Train-only twin of the anchor; compare heldout_loss against the measured anchor rows.
tune_muon_16k_eps0_control_lr0.0002,tune_muon_16k_eps0_control,empty,2,sm_muon_eps1e17_16k_bs256,,,gpt2,none,muon,16000,256,16,2,125,0.25,1.0,0.01,,0,42,0.0002,,,,D12: eval-loss check that eps_root 1e-17 vs 0 is a null. Train-only twin of the anchor; compare heldout_loss against the measured anchor rows.
tune_adamw_16k_gpt2-large_lr5e-05,tune_adamw_16k_gpt2-large,blocked,2,plan_adam_eps1e17_16k_gpt2-large,,,gpt2-large,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,5e-05,,,,D11: deferred — runs only if gpt2-medium proves informative.
tune_adamw_16k_gpt2-large_lr0.0001,tune_adamw_16k_gpt2-large,blocked,2,plan_adam_eps1e17_16k_gpt2-large,,,gpt2-large,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,0.0001,,,,D11: deferred — runs only if gpt2-medium proves informative.
tune_adamw_16k_gpt2-large_lr0.0002,tune_adamw_16k_gpt2-large,blocked,2,plan_adam_eps1e17_16k_gpt2-large,,,gpt2-large,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,0.0002,,,,D11: deferred — runs only if gpt2-medium proves informative.
tune_adamw_16k_gpt2-medium_lr5e-05,tune_adamw_16k_gpt2-medium,blocked,2,plan_adam_eps1e17_16k_gpt2-medium,,,gpt2-medium,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,5e-05,,,,D11: gpt2-medium is the registered scaling target; BLOCKED until the cost plan is signed off. Center one octave down (larger models prefer lower lr). Adjust grad_accum to fit; record it.
tune_adamw_16k_gpt2-medium_lr0.0001,tune_adamw_16k_gpt2-medium,blocked,2,plan_adam_eps1e17_16k_gpt2-medium,,,gpt2-medium,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,0.0001,,,,D11: gpt2-medium is the registered scaling target; BLOCKED until the cost plan is signed off. Center one octave down (larger models prefer lower lr). Adjust grad_accum to fit; record it.
tune_adamw_16k_gpt2-medium_lr0.0002,tune_adamw_16k_gpt2-medium,blocked,2,plan_adam_eps1e17_16k_gpt2-medium,,,gpt2-medium,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,0.0002,,,,D11: gpt2-medium is the registered scaling target; BLOCKED until the cost plan is signed off. Center one octave down (larger models prefer lower lr). Adjust grad_accum to fit; record it.
tune_adamw_16k_scale0.25_lr0.0001,tune_adamw_16k_scale0.25,blocked,2,plan_adam_eps1e17_16k_scale0.25,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.25,0.01,,1e-17,42,0.0001,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_scale0.25_lr0.0002,tune_adamw_16k_scale0.25,blocked,2,plan_adam_eps1e17_16k_scale0.25,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.25,0.01,,1e-17,42,0.0002,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_scale0.25_lr0.0004,tune_adamw_16k_scale0.25,blocked,2,plan_adam_eps1e17_16k_scale0.25,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.25,0.01,,1e-17,42,0.0004,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_scale0.5_lr0.0001,tune_adamw_16k_scale0.5,blocked,2,plan_adam_eps1e17_16k_scale0.5,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.5,0.01,,1e-17,42,0.0001,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_scale0.5_lr0.0002,tune_adamw_16k_scale0.5,blocked,2,plan_adam_eps1e17_16k_scale0.5,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.5,0.01,,1e-17,42,0.0002,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_scale0.5_lr0.0004,tune_adamw_16k_scale0.5,blocked,2,plan_adam_eps1e17_16k_scale0.5,,,gpt2,none,adamw,16000,256,16,2,125,0.25,0.5,0.01,,1e-17,42,0.0004,,,,Blocked on the bergson logit-scale hook.
tune_adamw_16k_clip1.0_lr0.0001,tune_adamw_16k_clip1.0,empty,3,plan_adam_eps1e17_16k_clip1.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,1.0,1e-17,42,0.0001,,,,
tune_adamw_16k_clip1.0_lr0.0002,tune_adamw_16k_clip1.0,empty,3,plan_adam_eps1e17_16k_clip1.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,1.0,1e-17,42,0.0002,,,,
tune_adamw_16k_clip1.0_lr0.0004,tune_adamw_16k_clip1.0,empty,3,plan_adam_eps1e17_16k_clip1.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,1.0,1e-17,42,0.0004,,,,
tune_adamw_16k_wd0.0_lr0.0001,tune_adamw_16k_wd0.0,empty,3,plan_adam_eps1e17_16k_wd0.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.0,,1e-17,42,0.0001,,,,
tune_adamw_16k_wd0.0_lr0.0002,tune_adamw_16k_wd0.0,empty,3,plan_adam_eps1e17_16k_wd0.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.0,,1e-17,42,0.0002,,,,
tune_adamw_16k_wd0.0_lr0.0004,tune_adamw_16k_wd0.0,empty,3,plan_adam_eps1e17_16k_wd0.0,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.0,,1e-17,42,0.0004,,,,
tune_adamw_16k_wd0.1_lr0.0001,tune_adamw_16k_wd0.1,empty,3,plan_adam_eps1e17_16k_wd0.1,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.1,,1e-17,42,0.0001,,,,
tune_adamw_16k_wd0.1_lr0.0002,tune_adamw_16k_wd0.1,empty,3,plan_adam_eps1e17_16k_wd0.1,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.1,,1e-17,42,0.0002,,,,
tune_adamw_16k_wd0.1_lr0.0004,tune_adamw_16k_wd0.1,empty,3,plan_adam_eps1e17_16k_wd0.1,,,gpt2,none,adamw,16000,256,16,2,125,0.25,1.0,0.1,,1e-17,42,0.0004,,,,
tune_adamw_16k_arch_control_lr0.0001,tune_adamw_16k_arch_control,blocked,3,plan_adam_eps1e17_16k_arch_control,,,gpt2_custom,none,adamw,16000,256,16,2,125,0.25,1.0,0.01,,1e-17,42,0.0001,,,,Blocked on the gpt2_custom implementation (D10).
